Identifier A,Identifier B,Interaction,negative_source,left_partition_size,right_partition_size
Q05568,Q06706,0,bipartite_non_edge,169.0,155.0
Q05568,Q12084,0,bipartite_non_edge,169.0,155.0
Q05568,Q12134,0,bipartite_non_edge,169.0,155.0
Q05568,Q12263,0,bipartite_non_edge,169.0,155.0
Q05568,Q12334,0,bipartite_non_edge,169.0,155.0
Q05580,Q06169,0,bipartite_non_edge,169.0,155.0
Q05580,Q06410,0,bipartite_non_edge,169.0,155.0
Q05580,Q07457,0,bipartite_non_edge,169.0,155.0
Q05580,Q08601,0,bipartite_non_edge,169.0,155.0
Q05580,Q12084,0,bipartite_non_edge,169.0,155.0
Q05580,Q12159,0,bipartite_non_edge,169.0,155.0
Q05580,Q12329,0,bipartite_non_edge,169.0,155.0
Q05791,Q06169,0,bipartite_non_edge,169.0,155.0
Q05791,Q06704,0,bipartite_non_edge,169.0,155.0
Q05791,Q12134,0,bipartite_non_edge,169.0,155.0
Q05791,Q12159,0,bipartite_non_edge,169.0,155.0
Q05791,Q12306,0,bipartite_non_edge,169.0,155.0
Q06169,Q06675,0,bipartite_non_edge,169.0,155.0
Q06169,Q07457,0,bipartite_non_edge,169.0,155.0
Q06169,Q08581,0,bipartite_non_edge,169.0,155.0
Q06410,Q08601,0,bipartite_non_edge,169.0,155.0
Q06410,Q12020,0,bipartite_non_edge,169.0,155.0
Q06410,Q12033,0,bipartite_non_edge,169.0,155.0
Q06410,Q12159,0,bipartite_non_edge,169.0,155.0
Q06410,Q12263,0,bipartite_non_edge,169.0,155.0
Q06410,Q12306,0,bipartite_non_edge,169.0,155.0
Q06440,Q12154,0,bipartite_non_edge,169.0,155.0
Q06440,Q3E7C1,0,bipartite_non_edge,169.0,155.0
Q06675,Q12020,0,bipartite_non_edge,169.0,155.0
Q06675,Q12154,0,bipartite_non_edge,169.0,155.0
Q06675,Q12306,0,bipartite_non_edge,169.0,155.0
Q06675,Q92331,0,bipartite_non_edge,169.0,155.0
Q06704,Q12440,0,bipartite_non_edge,169.0,155.0
Q06704,Q3E7C1,0,bipartite_non_edge,169.0,155.0
Q06706,Q12033,0,bipartite_non_edge,169.0,155.0
Q06706,Q12134,0,bipartite_non_edge,169.0,155.0
Q06706,Q12154,0,bipartite_non_edge,169.0,155.0
Q06706,Q12159,0,bipartite_non_edge,169.0,155.0
Q06706,Q3E7C1,0,bipartite_non_edge,169.0,155.0
Q06708,Q12066,0,bipartite_non_edge,169.0,155.0
Q06708,Q12446,0,bipartite_non_edge,169.0,155.0
Q07457,Q12084,0,bipartite_non_edge,169.0,155.0
Q07457,Q12102,0,bipartite_non_edge,169.0,155.0
Q07457,Q12134,0,bipartite_non_edge,169.0,155.0
Q08581,Q12102,0,bipartite_non_edge,169.0,155.0
Q08581,Q12440,0,bipartite_non_edge,169.0,155.0
Q08601,Q12159,0,bipartite_non_edge,169.0,155.0
Q08601,Q12263,0,bipartite_non_edge,169.0,155.0
Q08601,Q12446,0,bipartite_non_edge,169.0,155.0
Q08601,Q92331,0,bipartite_non_edge,169.0,155.0
Q12020,Q12329,0,bipartite_non_edge,169.0,155.0
Q12020,Q12365,0,bipartite_non_edge,169.0,155.0
Q12033,Q12066,0,bipartite_non_edge,169.0,155.0
Q12033,Q12084,0,bipartite_non_edge,169.0,155.0
Q12033,Q92331,0,bipartite_non_edge,169.0,155.0
Q12066,Q12134,0,bipartite_non_edge,169.0,155.0
Q12066,Q12263,0,bipartite_non_edge,169.0,155.0
Q12066,Q12334,0,bipartite_non_edge,169.0,155.0
Q12084,Q12263,0,bipartite_non_edge,169.0,155.0
Q12084,Q12306,0,bipartite_non_edge,169.0,155.0
Q12084,Q12365,0,bipartite_non_edge,169.0,155.0
Q12134,Q12159,0,bipartite_non_edge,169.0,155.0
Q12154,Q12159,0,bipartite_non_edge,169.0,155.0
Q12154,Q12329,0,bipartite_non_edge,169.0,155.0
Q12154,Q12440,0,bipartite_non_edge,169.0,155.0
Q12159,Q12306,0,bipartite_non_edge,169.0,155.0
Q12263,Q3E7C1,0,bipartite_non_edge,169.0,155.0
Q12329,Q12390,0,bipartite_non_edge,169.0,155.0
Q12334,Q12446,0,bipartite_non_edge,169.0,155.0
Q12365,Q12440,0,bipartite_non_edge,169.0,155.0
Q12365,Q92331,0,bipartite_non_edge,169.0,155.0
